tweet,label
iebc wako serena about to cancel,neutral
@user @user @user when will u people ever realize that we don t go to vote for one of our own but against raila all u need for mt kenya to come out is baba on the ballot,neutral
lindaamaniformnipeace there is life after electionstusibleed ndio walead,fact
@user buana you will not be given any job by uda just relax elections are gone tunasonga mbele sasa,neutral
@user @user @user @user we attended since it was a sunday just push time lakini kwa ballot utashangaa bro,neutral
kenyans no iebc sio county government,fact
i hope companies will continue hiring post this election i wouldn t wish my 2017 and 2018 experience on nobody i hope hakutakuwa na freeze elections humess so much,neutral
@user boss stop fooling people the supreme court can nullify the election or can order the iebc to recount the votes again period hizo zingine ni kingereza yako,fact
after elections nipateni brazil,neutral
@user seriously how will it happen if the name was not captured in the presidential ballot paper ama anamaanisha tuandike jina lake na kalamu alafu tuweke hata hivyo je picha yake tutatoa wapi hii kenya imejaa maaaaaaajabu,neutral
na mtu asiwadanganye ati uhuru atakataa ku hand over after kuonja kenya elections 2022 chebukati bomas iebc,fake
watu wako na mood swings bana juu ya elections lol,neutral
mama usichoke mama martha wangari karua we will give you a landslide at the ballot come 09 08 2022 sisi ni wale madame,fake
congratulations to all the women who've now been elected proud of you one thing we should never do is to put politics in our hearts zinaweza kuchapa character dev ile mbaya,fact
@user@user margin ya ngapi dr,neutral
hekokenya for conducting a peaceful elections,fact
@user baba now leading harooo it's coming home,fake
@user @user wanakaangq huku na kupitia kwako ni wakati elections ziko near,neutral
if this azimio thing continues i see chebukati going missing soon lets babu jast go and relax in bondo,fake
hey my fellow kenyans youths elections ziko site kateni simu tuvote kurayako2022 peaceful elections is what we want tupige kura kwa amani let participate our right in peaceful waykurayako2022 kurayakosautiyako elections2022 civilrights yf0hzkrd2g,fact
@user @user no he means if we don t get good people as candidates then we can t vote good people in if we only have corrupt individuals on the ballot then the winner will must be a corrupt individual juu hao tu ndo walikuwa ballot i also misunderstood at ,fact
"meanwhile 4 off the 7 seven iebc commissioners are at serena hotel and not bomas, where they should be sema kimeumana",fact
mothers women from the flower farms in naivasha committed to share peace messages with their sons back at home and encourage them to be in the forefront to ensure that they are maintaining peace and participating in civic processes in the coming elections elections bila noma,fact
@user remember freedomiscoming @user is the fifth reuters wanasema ako 51 17percent,fake
kwani ameshaa pelekwa chuom ya wakuu kabla elections hatujazoea macho yake ku glow,neutral
wakahi unaapply visa interview wanakubook 2027 the next elections,neutral
i think raila amekula fare,fake
inawezekana election bila noma babanamama votewiselynational women s peace walk 2022,neutral
classic105kenya good morning itsmainakageni it s good to hear you once again vile hujaamini leave imeisha ni vile sijaamini pia it s 9 days to elections day anyway welcome back maina mainaandkingangi,fact
peace ge2022 mwelelekeo ni amani ,neutral
we still need each other after elections and it s only through peace that our relations will remain unshaken @user @user @user,fact
frankmtetezi madoka_ke the odm party kisiicool @user @user @user we meet at the ballot ama,neutral
@user mara hatakuwa kwa ballot mara hatafika 2022 mara uhuru will not handover power mara ohuru kinyasa will not allow the mountain to support him sasa ni uhuru park ngai hamchoki kufuata fuata ruto is assmio that boring,fake
watu wanangoja hizi ballot kama knec exams,neutral
in previous elections years back there was a song we use to sing huko bureti kapchain ya kiptoyot komas kasit that guy must have been younger sana then juu sahi bado aaroncheruiyot ni kiptoyot,neutral
hello tuko gate hapa bomas odinga uhuru,neutral
iebc bana masaa ni mbaya,neutral
its hitting people that we will be paying 135 bob for petrol starting kesho enyewe elections have consequences,fake
ro wanajifanya wamepoteza results ndio zihesabiwe tena after wamechange ballot boxes ukiamua kuwa mwizi si ata utumie akili basi sa sifuna atashindwaje na bishop,fake
yaani ilikuwa surebet kumbe kuna morio flani alikuwa na plan yake noma sana huyu msee ata sikumbuki jina lakini alicheza chess vizuri sana watu waliachwa wamezubaa morio ata haku candaign no posters nothing ilifika the last week of elections tukaanza kusikia tufununu-,neutral
william ruto is somewhere trying to rig the elections haupiti,fake
hizi sarakasi zote azimio are trying we witnessed them in kiambaa you cannot win once the votes are cast you can only rig elections before voting day through registration you cannot rig them once voting has started,fake
stage ready to sensitise roles of youths in elections as they play key roles at extreme ends it s now a new turn for them to be engaged positively during this electioneering period youthagenda254 iebc kenya ifesafrica vijanahatupangwingwi iebcinatambuavijana,fact
@user @user is mmunya still on the ballot buana hii propaganda itakumalisa,neutral
in this election there are 2 things in the ballot1: hasira and makasiriko2: azimiobabacare and sobrietykenyans must make a decision not for themselves today but that which they shall bequeath generations to come,fake
@user  hapo kuna shida tupu yet giving kenya kwanza a walk through in elections,neutral
@user @user @user @user iebc using them when all its systems are supporsed to be guarded and protected ni maajabu,neutral
peace embody citizens and duty bearers towards peaceful elections united we stand against violence internationaldayofpeace peaceday ukinkenya swedeninke fordfoundation danishmfa ncic kenya amanikibera icglryouthke polycomdev v3zybt9gum,fact
youths this round should know elections are not the end of the world let s keep peace elections bila nomadumishaamani ,fact
@user prof you and brother @user peddled the position that @user will not be on the ballot come 2022 do you still ama vitu vimechange,fact
@user oo when will this pple move on fanyia watoto wako kazi elections are behind us,neutral
it really pains and saddens me that didmas barasa is being investigated on the murder case of that iebc ro he shot someone in broad daylight and; in front of people that family truly isn't at peace at all baaana kwani this country is doomed,fact
@user @user @user tumezoea kuitwa majina round hii ni mpaka kwa ballot the 5th,neutral
@user @user nobody is to blame imagine elections is like a football much the outcome can be either you win draw or lose sasa baba alipoteza kwa hii elections then his pple wakafanya drama tukiona hadi taking violence to bomas this has incriminated baba to,fact
natoka wamefanya raila ile kitu i have downloaded around 80 sandled 34 a na buana @user if presidential elections are as it then @user should be worried,neutral
we join amnestykenya kictanet and sdgskenyaforum in expressing our concern over the alarming rise of misinformation at this very critical phase of the elections fumbuaukweli factsmatter,fact
remember elections will come n go but that doesn t mean that that kasmall hustle hass too @user,fact
"martha is talking with utmost confidence, could they have taken this but we remember yeye ndiye ali congratulate either way, we will be contented with whoever the people of kenya have settled on",neutral
@user @user it will all be solved at the ballot in 2022 if we vote in the right leaders wengine and the thugs in the system the rule is fagiawote,fake
wameimba playlist yote ruto raila karen bomas,neutral
@user baba cannot be helped his odm and jubilee advisers are using the current distortion in parliament to reinsert what kregler pointed out as contributers of pev in 2007 elections,fake
why is that most of these political analysts strategists ever present on our screens and radios can t win elections or is it that they can t analyze accordingly ama mtasema mganga hajigangi,neutral
hii tension yote ya elections inaletwa na bloggers on both side spreading fake information hope hizo accounts zianuliwe zote,fact
haki i urge uda should go slow in rongai elections they have made raymond to speak in tongues imagine amesema wangari mathai amekua kwa polling station asubuhi sana kuhonga wapiga kura kwa niaba ya uda according to raymond wafu wameamka kufanya candaigns huko nakuru ??,neutral
change comes from the people today 20+ civil and rights organizations and concerned citizens launch mulikakura candaign seeking electoral integrity in our elections itÃ¢â‚¬â„¢s time to return power to the people by ensuring people have something to vote for and that their voices count vt2oxqdmmi,fact
mzee atwolidza your said @user will not be on the ballot in 2022 09 08 2022 here it is god is greati am voting the plan,fact
am here on twitter and the interactions are about economy and elections nimeenda instagram watu wanapost thighs talks of mulamwah na zari hamna akili,neutral
ata hii coming elections si ngumu hivi,neutral
@user himselfu huskii anacount vote yake pale hivo kwa ballot,neutral
kukuwa speaker ni kazi mingi heh imagine the madness of gladyswanga millie odhiambo babu owino junet shebesh udafellas unaweza chizi bana wueh all this madness 4 months to elections where have they been 4 5 years not taking sides but this is madness,fake
@user kenyans are cowards they would never wataingia tu twitter with useless hashtags yap then go the ballot again and press the repeat button,neutral
igathe aliaccept defeat sahii anangoja appointment after elections,neutral
uhuru has no legacy apart from harrassing and embarrassing his dp demolishing houses and destroying property and high cost of living he achieved nothing the only legacy we want from uhuru kenyatta is a free and fair elections and smooth transition of power enyeweamefanyakazi,neutral
politicks wanadai tu tuweke ticks kwa ballot paperoebaismconcert art4rights,neutral
elections zimeanza kuaffect your businesses,neutral
pongezi baba the 5th and martha for being blessed as the wining duo during the forthcoming presidential elections you have both earned your place in the hearts of kenyans if todayÃ¢â‚¬â„¢s numbers in kirinyaga is anything to go by you have the numbers you are humble loved too b52wrkcjnj,fake
my pal @user karen factor how did the karen mca elections go update wananchi,neutral
@user stop shouting in caps mganga ameshindwa lost elections for 30 years,neutral
hata results zako za kcse hazikukustress kama hizi za @user na @user vote peace,neutral
my few best friends are azimio team baba top supporters then there is me numberrrrr one @user supporter im always the one who stands out in everything team yellow,neutral
we have how many months to 2022 elections the politicians have started remembering the forgotten constituents kweli 2022 elections are close by hashtag,neutral
iamhumbaba yes baba has been leading in all elections so round hii expect his votes to be protected,neutral
unarisk your life and jail term for a politician mwennye atakusahau after elections,neutral
we are all ambassador of peace on ground and eyes of kenyans for free fair and credible elections @user @user @user @user elections bila noma,fact
@user @user what stake as mt kenya do we have in kenya kwanza tutajuta after elections,neutral
@user @user elections are there to purge non perforeming and out of touch politicians they should not be rewarded for loosing otherwise people like watermelon and the kitendawili guy who s ideas don t line up with this decade and our future needs will nev,neutral
peace ensures that voters are allowed to exercise their constitutional and democratic rights to cast votes and elect their candidates of choice without fear or intimidation free and fair elections can only be achieved when peace is apparent elections bila nomadumishaamani,fact
muranga county 2022 hon jamleck kamau all the way to the ballot team simba,neutral
@user god can't go against a praying person @user is the fifth freedomiscoming hii ilikuwa tuchukue mapema sana sasa wameanza ati rigging,fake
congratulation @user wacha turudi kazi sasa,fact
@user @user @user @user nikuulize na usijam mbona hao wakenya wako hapo wanaambiwa saa tisa wanakuja saa sita,neutral
team iko imara kupambana ready for primaries elections inawezakana na chris nakitari maendeleo the 5th mp budalang i odm tukotayari na baba the 5th president xikqe1qdoo,neutral
i enjoy my ugali so ive been busy looking at whether the cost of maize flour will come down in kenya and why the whole issue is so political in nature president kenyatta halves cost of maize flour,neutral
dear client you promised to get back and consider our applications proposals immediately after the aug 9 elections right now you leave us on read tulikosana kwa siasa or should we wait until the scok is done with the presidential petitions best regards,neutral
we ought to be out brothers keepers in that spirit peace comes first no one can fight his neighbour because of politics again never at all @user ncic kenyaelection bila noma,fact
@user utajuaje general elections imekaribia,neutral
@user we hit the road tupatane kwa ballot kenyakwanza vs azimiolaujinga,neutral
40 days to the 2022 9th august general elections kitendawili siku za mwizi ni,fact
@user @user i support you hustler had done his homework well na raila thought things will fall into place miraculously and by any chance we go for repeat elections baba atashindwa na more than 1 million,fake
ruto was to win elections this august but sasa mudavadi mudavadi,fake
"arrest those fools at bomas causing stress at the iebc tallying centre, they have no business therekubali yaishenairobi cbd",fake
aargh ffs is it only one person who's always being rigged out si pia yy aibe kama wanaume wenzake tbh we r tired announce the damn thing turudi kazini,fake
letter to @user 1 as a media company i take issue with your usage of the word kivumbi in reference to 2022 general elections the word kivumbi loosely translated depicts an election that will pit kenyans against kenyans a do or die nani ataonyesha mwingine kivumbi,neutral
wah the number of followers sending me a dm asking me to host a twitter space as we head to the elections is staggering i get all your messages ill do it over the weekend inshaallah thanks,neutral
si raila ajoin to ruto alafu kusikuwe na elections hio pesa ya elections watumie kushukisha bei ya food,neutral
@user despite the tactics to postpone both kakamega and mombasa gubernatorial elections it has worked against them simply put mombasa and kakamega residents declassifies the diclassifiers next is ruto back to sugoi baba is the right president,fake
did you know that the bill of rights provides that the state shall take measures including affirmative action programs to ensure that youth:-have access to relevant training and education1 2uchaguzi wa amanige2022,fact
according to azimio la fujo raila is expecting three favorable outcomes a to be declared the winnerb a re-run without chebukati as the iebc chairc a re-run without ruto on the ballotprime tears loading,fake
naelewa kuna integrity issues na sisi as kenyans lakini mbona tu-import ballot papers from abroad hatuna printers hatuna colors hatuna tech gurus,neutral
@user there will be no elections kwani kenya ni yake think twice,fake
@user iebc si azimio,neutral
politics sio kitu ya kubeba na roho politics sio life and death politics ni service to the people lets learn to treat one another with some respect and dignity regardless of the party tupendane hii elections tupatane amani tupu,fact
cotu hukuwa na internal elections if i m not wrong haikuwangi position ya presidential appointee,fake
hadi mkaweka ma undercover lakini wapi,neutral
young kenyans during voter registration tupo site tupo site don t want disturbance of the head 1 month later no jobs bad governance maliza uende punitive taxes no conducive business environment no funds for our businesses only in elections are these choices made o0fwtorfjy,neutral
@user has 7million votes that voted for him in the previous elections wewe uko hapo unasema baba hana kura wewe uko na ngapi senji azimiocoaliti0n railatosha2022 editorialeditor azimioumoja azimiotv bensonmusungu babathe5th,fake
anasema tuanzee guidance and counseling juu ya matokeo ya elections 2022 kiririmbi,neutral
wacha elections zishe will break down,neutral
sabina chege only told the kuiba kura alliance leader that he s not the only one who knows how to rig elections in kenya reminded us that the same person was a key role in rigging elections back in 2017 wakijaribu watapata tumejipanga mumo humo,fake
@user moderating role of religious leaders and institutions in promoting violence-free elections pastor jerusha muga presents ncic kenya elections bila noma,neutral
907 followers within the last 24 hours asanteni sana keep it here for the latest updates as far as 2022 elections is concerned,neutral
dear @user usikae safari katikati go all the way to the ballot,neutral
hesabu ni ngumu julianacherera go figure chebukati as the national ro was able to make a judgement call on the variances the 1400 votes would not be at all tenable iebc iebcresults2022,fact
@user the question is why haven t they asked you for wamatangi s degree certificate why only sakaja is it that wamatangi has no serious competitors so there would be a plot for him not to be on the ballot no because wamatangi s degree has no red flags so ,neutral
@user you have every reason to vie for presidency as a kenyan however we must correct you on one 2022 elections do not expect any presidential run-off mahustlers wameishaa jipanga,neutral
"track the efforts of those aspiring high as early as now, ndo wakifika huko juu msianze kuwakazia like what's done to the dr @user this man deserves to be announced at once kesi ikuwe baadaye",neutral
elections are an important mechanism in democratic and peace processes elections bila nomadumishaamani ,fact
mnasuggest matiangi ajifiche wapi,neutral
@user @user @user @user wame check vidole na i d it's self wakamshow hayuko kwa register same place she voted when we had a by election here in juja recently,neutral
si alisema ruto won t be in the ballot heeh politicians anyway mimi ni mlevi wa kawaida what do i know,fact
@user elections bila noma hatutawai pigana @user elections bila noma kisiuniofficial undpkenya ncic kenya,fact
@user @user imagine halafu no one in their team is disputing the numbers you know that means nothing was stolen elections are stolen in numbers not sijui stand sijui what aki azimio team ile pe wametufanyisha aki is enough wakwende home ????,fake
has chiloba reported to work already ni kama he s tasting the waters ahead of 2022 elections amepause whatsapp facebook and instagram chilobae,neutral
hongera team azimio on winning mombasa and kakamega suddenly iebc are now good people,neutral
@user @user hizo ni emotions tu za siku 100 after elections tunarudi normal wacha aende,neutral
@user @user ni stress elections jameni hata mimi ni vile niko nanyuki ningekuwa home wacha tu,neutral
avoid elections results za twitter,fact
murgor ni kama iebc wako na ile option ya delete for everyone,neutral
@user @user @user @user @user lavie backyard @user  sikuwaona jana pale kasarani stadium kwa afc leopards elections,neutral
@user haha i watched a debate between kanini kega and peter kaguchia of mukurweini where the audience from kimathi university were given opportunity to do a secret ballot after results kanini tried explaining the defeat hadi bishop akamshow akubali tu onw,neutral
usibahatishe kwenye ballot paper weka sahihi kwa tindi mwale tindimwaletanotena babathe5th odm jeshilababa inawezekananababa maendeleoborabutere,neutral
@user hasira will kill you before august elections,neutral
@user where is the international human rights watch ama they only focus on matters of elections violence and political crimes and instabilities,fake
@user @user my friend ink ni wewe in most polling stations especially strongholds all the registered voters in that station are assumed present even if some are dead so ballot papers must be marked by someone sorry if you didn t know this,fake
muthama please man enough to ask us new questions this has been around during all elections period and your uda leader put us into this hebu send me 5k as part of what u owe me from ur boss,neutral
@user people are focused on the future wanataka zikuje na zipite mwanzo wewe na elections wapi na wapi,neutral
@user tell team mafisi to sell their agenda and wait for the voters to decide cast your one vote in the ballot and wait for the results,fact
peaceful elections 2022 presidentialdebate2022 tenda wajibu wako mkenyadaima,fact
@user it s only a fool that does the same thing and accept different results kalonzo raila ticket never worked not once but twice take it from the horses mouth baba will get more votes in ukambali than kalonzo if he chooses to go to the ballot baba only n,neutral
duru za pang'ang'a zasema the president is r and his deputy is from mt kenya with a name ending in ua,neutral
the longest journey currently is from sitting to bedroom mtu anaona kama unaweza lala chebukati aachilie results so inabidi tumecand sitting do sth,neutral
kibemaina3 infotrakltd my good friend mr kibe with out the back up of one musalia wetaa and kalonzo raila won t make even to be no 2 leave alone 1 and bank that my brother tuonane after elections,fake
"seti shash my guy , raila odinga ameanza shughuli za rejection tumeddy sasa na kufaint kwake , cj koome akimpiga kitunull and void wafula chebukati matiang'i atwoli",fact
@user @user he is still astonished how ruto make to the ballot go make the matter worst he is the president elect utaambia nini watu,neutral
@user @user @user the same raila was voted by the luhya community in 2013 when mudavadi was on the ballot paper these time round the difference is very clear the luhya community has no candidate not even deputy victory comes only after many struggles and ,
@user @user kwa ballot ndio unadraw line,neutral
@user no hiyo ngoma inaongelea present elections,neutral
@user mimi usiposhinda nitaishi na regrets wacha niseme tu ukweli,neutral
@user ngoja uone decisions tutafanya kwa ballot box,neutral
kenyans kwani session works for iebc as well with shirishiri and shorei,neutral
@user kwanza watu was biashara sanasana wameamua mambo ya dynasty ni a big no hata wale hawaongei sana wanajua kwa ballot no yule number 2,neutral
hawa itabidi wamepostpone elections or else they lose to indefatigable wsr,neutral
baada ya kucharazwa in ge2022 form in gani as of me election is just another competition not the end of the road wacha nisukume gurudumu la maisha,neutral
rabbittheking please drop wajinga nyinyi vol 2 b4 the august elections kenyans need to be woke,neutral
peace is the new home we have a country to protect during and even after the elections the country needs us all media_focus euinkenyacanhckenya mangandomouchaguzi wa amani shecanlead shleads,fact
idnkenya ncic kenya jitumefoundationgotta- city jacaranda grounds nairobi a call to the youths to shun violence and electoral malpractices election bila noma,fact
end of walker natembeya ametembezwa,fact
@user @user kila mtu ni after elections hata mtoto wangu namtuma dukani ywanambia after elections,neutral
as youths we louder let s speak up after this elections we still need each other chanukakasinuke elections bila noma siasaplace mpi_kenya forumcivhubesa talentpreneurke pawa254 agentsofpeace_ globalpeacekeny gpwkenya ipstckenya dci kenya peaceambskenya peacenet_kenya qa6r2knems,fact
makovuyakura it s very disheartening i wish we could all preach peace understand that once you ve gone to the ballot and voted your preferred candidate enough you have done your part whatever the outcome is not upon you peace is beautiful let kenyan history be readable,fact
@user thanks dp may you emerge the victor in the forthcoming elections and ashame the devil watu wa kuzimia,neutral
@user @user who has told you naivasha was good you are just a politician lazima tungeskia your lies wooi tulichoka na uwongo wako our new generation we can t be brainwashed tulichanuka the people who you used kudanganya are old ni wachache wataenda ballot,neutral
i am very happy that jonathan mueke of uda lost the kitui county gubernatorial elections my brother @user used to insult charity ngilu daily as he spewed hubris aki mungu ni nani our opponents are being humbled one by one whose next,neutral
@user these ideologies only come towards elections tumewazoea wanasiasa,fake
@user @user @user @user this man should be a leech,fake
@user the math mathed on 9th august evening after voters cast their votes the math mathed infront of observers agents witnesses iebc clerks at the polling stations hizi zingine ni sideshows tu,neutral
just record is there any one iebc chairman since 1997 that raila has not blamed for his failures at the ballot very soon kalonzo atawachwa kwa mataa ask weta and mudavadi same game plan,neutral
huyu mse mahali ako naheshimia anawezakuwa ata ni mp mahali juu vile alicheza watu ndio wakenya huchezwa every elections now let s deal with our consequences unlockoureconomy lakini next time i hope watu watachanuka @user uhuru maliza uende,neutral
how much are we staking economically socially governance-wise in these elections join some of the beautiful minds in unpacking all this for us tomorrow on the twitter chat themed voteyangustakeyangu we would also like to document your opinions too elections bila noma,neutral
as i reflect on the upcoming elections i pray for a peaceful leadership transition may only love and peace abound in our hearts for each other to the media you have a duty to the truth and to promote unity and peaceful co-existence kura yako sauti yako,fact
calling for free and fair elections and calling for 6 piece voting patterns sadfa ilioje,neutral
kama ulikula doh za waheshimiwa na you didn't vote for them mungu anakuona,neutral
molo is all a celebration mood na leo nilitoka kejani na jumper ya blue shit,neutral
hii time ya elections tupunguze kiherehere,neutral
governorkibwana its interesting how you and ur fellow waheshimiwa are ready for bbi but not elections the question i think u r trying to cleverly ask is are kenyan politicians ready for elections the simple answer is no tunajua pesa ya candaign haitoshi na wengine wamemaliza second term,neutral
shauri moyo nrb has a total of 11 voters who casted their ballot na asimio has 5votes na uda got 6votes,fake
dem yako amepewa mic na huyu reporter guess what karibu ategwe na ballot boxes akipotea,neutral
leo william samoi rutois not accompanied with mama mboga and boda boda hustlers ama they played their role during debate day,neutral
kenyans as kenyans we are used to seeing this type of bs during elections season i m sure he doesn t even clean after himself kwa nyumba yake,neutral
wouldn t mlolongo be a more clearer method or going with you ballot to your candidates home say id,neutral
hizi elections buana,neutral
formnikuregister for the coming elections str8up word out here in the streets jisajilijipange iebc kenya,fact
let us embrace healthy conversations as we are nearing the elections chagua amani should always be our number one priority,fact
@user @user @user haha mwizi is another name for iebc,fake
furaha ya kukuwa na amaniimagine kama sio amani hatungefurahia hiviamani siku zote ncic kenyaundpkenya kisiiuniversity @user election bila nomaletpeacewin,neutral
"sure ya mwenzio, raila hakujui na ruto hakujui after all no one is going to sogoi and no one is going to bondo wote wataenda karen kwa mansion zao ni wewe utaenda kungangana kulipa rent kenyans let's preach peace peace peace invites kenya choices 2",fact
i ve actually remembered uda didn t pay us tukisimamia elections zao za mcas oyaaaaaaaaaaa @user,neutral
@user using @user a blogger as your strategist in your candaigns and @user kiburi united as your cheer leaders has ruined your borrowed bullet you will loose badly don t go to the ballot all cards are working against you for azimio to win let anyona arise,neutral
@user weuh kumbe elections haina producer electorates hawajali,neutral
a lot of money was wasted printing ballot papers watandikwe kabisa,neutral
@user @user that is how we encourage forgeries and fraud and we say it is ok let s move on as a country what about integrity as a leader you put up a face to continue lying to wananchi and it is ok hope he fails at the ballot,neutral
we all pray for peace and normalcy after elections is that too much for hatudai porojo,fact
day two of nairobi region election dialogue today it s mighty and powerful full house @user ncic kenya election bila noma,neutral
@user  @user omba kazi iebc ya national returning officer uwe unadecrare president then come up with that bluff raila who is a witch has been rejected by kenyans,neutral
samwayi2 that political leaders drive a wedge on citizens each time we have elections first we must unlearn what we learnt about tribalism the mtu wetu factor needs to end leaders should e chosen based on their ability to institute change in their communities maskanikisumu,neutral
you have to give it to this choir soloist man in bomaskenya twaenda mbele kenya twaenda mbio bomas iebc chebukati ruto,neutral
yes if the court directs so iebc clerks tunataka pesa,neutral
wuodanas hao iebc commissioners bunch of jokers,neutral
@user you guys can never win in a free and fair elections hata bishop ni mwizi high priest ni mwizi but the journey to kamagut is unstoppable,fake
@user very true na watu walisha apishwa so elections iwe tu withheld na tuendelee na maisha already living like this feels so horrible already,neutral
glad to be part of this great candaign together with other young people in east africa community we re raising a united voice for peaceful elections in kenya stand up be counted the launch will be happening today register - ivtcvcpfcrkenyayaamani 2n0fptn3iz,fact
every 5 yes an uneasiness befalls our country as the general elections draw closer in this regard the nmg has developed the mimi mkenya initiative launched this morning at rfuea ground which aims to promote patriotism issue-based elections peace and unity mimi mkenya,fact
@user mt kenya will once again suffer from handpicked leaders whether thy like it or not ruto will handpicked candidates like baba yao and impose them to you people and u will vote for them to punish uhuru they will start crying immediately after electio,neutral
whatever we are experiencing as a country is because of ballot decision next time let s thinkformnigani,fact
angazanoth members in our monthly group meetings reflecting on the issues that affect us youths the most were preaching peace pre during and post elections amani upendo na @user @user @user @user @user,fact
@user @user @user @user @user has kenyans learnt from the past elections and especially 2007 so that as we approach 2022 general election we can not repeat same mistakes @user @user @user,fact
@user bana there is no opaqueness here these people are playing with our minds on what they know that elections were free and fair,fact
wueh 2022 is gonna be elections wueh eti @user is doing what,neutral
williamsruto nitumie fare ama kura iende hivyo,neutral
bekimu2 the count down just has begun kaka it s going to be a one round affair azimio will be on the lead actually on the lead that s baba na mama ruto opposition with scandals then there s sarugoi aka home pick ur fate asap know its peaceful elections,fake
@user no way for archaic politics let the azimio coons build confidence to face kenya kwanza candidates in ballot and avoid dirty politicsyour stand is felt hon moses kuria the people of kiambu are looking up on you,neutral
team@user aka mr billy hii serikali tunayo,fake
@user you ought to have headlined this advert the way you suffered when it looked like sakajajohnson will not be kwa ballot kwani hajui,neutral
first box in trans nzoia governorÃ¢â‚¬â„¢s ballot paper as well weka ,neutral
@user@user manze tulichapa wera na hatujalipwa until now 3 days work being a po for the uda nomination elections we were to get 6k but tulipitiwa manze and the worst part is they told us to come with two clerks pia hao clerks hawajalipwa now the clerks ar,fake
clients mlisema we talk after elections what time do we start calling,neutral
work on your name kwanza i sound kenyan kwanza then i engage you,neutral
@user he is a good guy na anapenda amani you know kenyans elections how they have been running from 2007 wizi tupu,fact
@user today was a bit low on manifesto but alot on what ails us now wametoboa vitu id luv to heard more on what they want to do post-elections,neutral
dci kenya why do they want to rig elections in machakos tunawaoka sana thank you dci,fake
ni kitu gani uliona kwa nyumba ya mtu ukashangaa alitoa wapi mimi niliona ballot box imewekwa kisiagi,fake
@user atomixic in which case uliieka kwa ballot box chenye naongelea is box ilikuwa inakaa comparatively blank,neutral
atwoli since ruto elections ameanza kufocus na hiyo cotu as much as ni matters back to norm this is so unusual of him,neutral
the woman with the leadership gene - mrs agnes ochilo leading spirited candaigns in support of the spouse senator dr oayacko as the governor of migori county in the next general elections inawezekana abpq12oo6s,fact
@user this means bloggers will have a field day during bbi candaigns na elections,neutral
@user @user what remedies do you have when your candidates under go such after elections outcome or ni mtu kujipanga i think you have something to do here @user pls be the good brother,neutral
just mentioning baba will not in the ballot is tantamount to treason @user @user honopondo @user ,fake
@user kwanza kufikia watu wako interior in the village that one needs at least 2 years before elections to start alignment,neutral
@user @user @user @user @user oburu and ruth are on the ballot to fight it out wananchi have the opportunity to drop them the other lot is waiting for nominations at the expense of mama mboga and jamaa wa boda that they keep singing about how is it raisin,neutral
we appreciate the civil society of kenya in its role to ensure that all kenyans are prepared and enlightened on the importance of a peaceful election demokrasia yetu,fact
ababunamwamba but i thought there was no case now 54 lawyers tena man must be loaded paying legal fees for both uda and iebc,neutral
niko kwa groups kadhaa za elections huko whatsapp because i hwve a personal interest kuna bloggers hushinda tu wamerusha propaganda 24 7 came to learn they are paid as much as 50k 100k per week siet,neutral
the 5th president of kenya raila odinga will be on the ballot by fire by force baba we are with you azimiolaumoja ,neutral
moses kuria i was among those who rigged the election in favour of uhuru kenyatta assmio parrots you see baba has been winning but he was being rigged out murathe i m not aware of any rigging uhuru won both elections fairly and squarely,fake
let me tell you maina ruto will not be in the ballot uko na maji nipee glass moja,neutral
understanding the electoral process is a way of mitigating irregularities uchaguzi wa amanige2022,fact
@user @user but she s very right as a country we find ourselves between a rock and a hard place the only winners from the coming elections are those people who will get appointments to positions of siphoning dry the available public coffers as for ordinaries life itabidi kuwa ngumu,neutral
niliwaahidi jana kuwa mlolongo mpaka sg nikiwa na boxer inanihusu kama atakua kwa ballot paper mathare vijana boxer siasa azimio jubilee nairobi kenya,neutral
breaking news baba amekataaa motokea,fake
@user @user @user its them against her through the ballot to the highest seat in the countyaminiamama,neutral
tubet amezima simu josh unakumbuka tukipiga bet ya us elections 2020,neutral
na tuamue 2022 after elections msipigane ju ruto ama raila hajachaguliwa those people don t care about you,neutral
@user you started as a presidential aspirant let me see where your wealth is taking you shame on you you ll finally end up in opposition you said you re fearless i thought you ll be in the ballot but oops umejishusha bei naona hata ukifanywa mbeba mfuko w,neutral
from 2022 presidential elections haya ndio maneno yenye maana sawa 1 opaque 2 piki piki ponkiadd yours,neutral
alhamdullillah thanks to allah for making our elections peaceful @user @user @user @user,fact
there is no room for violence at any time even in our normal lives let s talk peace every time and in every place @user ncic kenyaelection bila noma,fact
elections za this year hazichange anything regardless of who wins better buckle up bc we re in for nastier weather,neutral
i was having a conversation with someone about hizi tribal politics the problem originated from the candus elections hapo ndo the root cause of hizi siasa huanza mostly the other one ni the village level,fact
we are done with elections presidentialelections2022 @user @user kenyakwanza,fake
asking each of my friends to mention my homeland kenya we re having general elections today on 9th august 2022 we have prayed and cried for peace and we know there will be no bloodshed kenyanimimikenyawewe,neutral
"kata simu tupo site usain gishu here we come, to the famous village of sugoi",neutral
i have seen my timeline since morning indeed the intelligent are resurfacing they took the night we are taking the elections and nobody can stop us is organizing his brigade for 26th bring it on boy inawezekana voteblue mrsmuruguk kiambu wanasemaje,neutral
ata usiseme ni kama wameimba 6 albums,neutral
